SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,5156.15,5185.75,5071,5123.9,5123.9,5162.65,3229,26376,135076979,
500003,"AEGIS LOGISTICS LTD.",A,STK,699.3,711.45,699.3,708.9,708.5,698.1,636,6735,4748286,
500008,"Amara Raja Energy & Mobility L",A,STK,1005.15,1032.95,1001.25,1017.8,1020,1001.8,4248,79976,81387788,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,32.21,32.9,32.21,32.39,32.5,32.56,148,25814,837833,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,50.29,50.76,49.31,50.24,50.2,49.68,257,32290,1618044,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,5.2,5.3,5.16,5.18,5.26,5.2,48,9192,48104,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,5.38,5.51,5.25,5.29,5.38,5.38,53,7849,41723,
500016,"ARUNA HOTELS LTD.",X,STK,8.95,9.47,8.88,9.06,9.05,8.95,19,5611,51529,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,175.75,178.05,174.45,177.25,177.1,176.5,838,46354,8187184,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,337.95,341.9,329.9,329.9,329.9,330.85,6,87,29216,
500027,"ATUL LTD.",A,STK,6400,6527.7,6269.45,6292.75,6292.75,6399.7,281,978,6176527,
500028,"ATV PROJECTS INDIA LTD.",X,STK,38.32,39.35,37.81,38.12,38.12,39.05,125,10978,420839,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,565.2,574.9,565.2,569.65,574.9,572.25,193,1249,710996,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,21.18,21.5,20.82,21.15,21.15,21.25,3860,1600419,33827332,
500033,"FORCE MOTORS LTD.",A,STK,18250.05,18779.9,17650,17716.95,17716.95,18096.1,6701,19771,358280830,
500034,"BAJAJ FINANCE LIMITED",A,STK,940.85,941.75,932.15,937.65,937.65,934.85,9760,376518,352735218,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,563.45,563.45,548.65,549.8,550,553.85,1345,12891,7128084,
