SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBJUN28,GB,11305.55,11755,11305.55,11568,11568,11455.18,165,1899510.35,04-Sep-2025,35,IN0020200104
SGBN28VIII,GB,11999.99,11999.99,11626.57,11800,11730,11915.14,509,6014621.85,04-Sep-2025,138,IN0020200286
SGBMAY29I,GB,11699,11750,11420,11549.79,11550,11521.09,776,8947619.86,04-Sep-2025,158,IN0020210053
SGBJUN29II,GB,11519,11690,11400,11550,11550,11482.6,161,1852693.82,04-Sep-2025,56,IN0020210061
SGBJU29III,GB,11650,11690,11649,11649.69,11650,11519.38,111,1293343.00,04-Sep-2025,22,IN0020210087
SGBSEP29VI,GB,11565,11699.98,11520,11622.36,11699,11558.13,338,3919202.54,04-Sep-2025,80,IN0020210145
SGBNV29VII,GB,11443,11674,11443,11620.54,11605.01,11558.09,470,5439245.94,04-Sep-2025,76,IN0020210178
SGBOCT25,GB,11296,11365.17,11100,11357.13,11325,11245,38,430695.24,04-Sep-2025,14,IN0020170059
SGBOCT25IV,GB,11223.82,11379,11223,11379,11379,11289.99,38,429300.86,04-Sep-2025,12,IN0020170067
SGBOCT25V,GB,11300,11300,11300,11300,11300,11100,1,11300.00,04-Sep-2025,1,IN0020170075
SGBNOV25,GB,11455,11524.96,11455,11524.96,11524.96,11299,3,34434.96,04-Sep-2025,3,IN0020170091
SGBDEC25,GB,11442.5,11500,11385.29,11500,11500,11500,3,34327.79,04-Sep-2025,3,IN0020170125
SGBNOV25IX,GB,11449.8,11449.8,11350,11350,11350,11354,9,102748.80,04-Sep-2025,4,IN0020170117
SGBNOV258,GB,11462.76,11462.76,11462.76,11462.76,11462.76,10971.46,13,149015.88,04-Sep-2025,4,IN0020170109
SGBDEC2513,GB,11000.01,11600,11000.01,11600,11600,11344.6,11,126718.01,04-Sep-2025,5,IN0020170158
SGBOCT26,GB,11312,11500,11312,11500,11500,11100,45,515232.99,04-Sep-2025,12,IN0020180249
SGBNOV26,GB,11409.62,11599,11409.62,11599,11599,11499.99,14,160597.68,04-Sep-2025,8,IN0020180314
SGBDEC26,GB,11450,11450,11450,11450,11450,11800,7,80150.00,04-Sep-2025,2,IN0020180389
SGBJAN26,GB,11400,11555,10260,11545,11545,11400,62,690045.00,04-Sep-2025,20,IN0020170166
SGBJUN27,GB,11403.14,11599.99,11403.14,11579.94,11579.94,11381,10,114792.45,04-Sep-2025,4,IN0020190073
SGBJUL27,GB,11400,11500,11400,11470,11470,11370.66,82,938053.00,04-Sep-2025,16,IN0020190081
SGBAUG27,GB,12046.59,12250,12000,12215.3,12250,11986.66,87,1053524.68,04-Sep-2025,52,IN0020190107
SGBSEP27,GB,11650,11650,11500,11500,11500,11480,31,358900.00,04-Sep-2025,9,IN0020190115
SGBJAN27,GB,11700,11700,11500,11699.99,11699.99,11375,28,325479.87,04-Sep-2025,11,IN0020180462
SGBOCT27,GB,11644.99,11666,11399,11588,11588,11700,19,220874.97,04-Sep-2025,10,IN0020190370
SGBFEB27,GB,11790,11790,11790,11790,11790,11790,2,23580.00,04-Sep-2025,1,IN0020180561
SGBOCT27VI,GB,11423.99,11535,11401,11535,11535,11375,41,468734.90,04-Sep-2025,8,IN0020190388
SGBDC27VII,GB,11949,11949,11601,11700,11700,11700,18,210900.00,04-Sep-2025,13,IN0020190461
SGBAPR28I,GB,11749,11800,11700,11800,11800,11657.35,119,1397817.00,04-Sep-2025,46,IN0020200062
SGBMAY28,GB,11470,11570,11450,11547.81,11520,11478.83,288,3312946.26,04-Sep-2025,72,IN0020200088
SGBJUL28IV,GB,11312.01,11528,11306,11502.74,11501.01,11426.14,729,8379089.72,04-Sep-2025,82,IN0020200146
SGBFEB28IX,GB,11450,11500,11450,11500,11500,11011.02,2,22950.00,04-Sep-2025,2,IN0020190545
SGBAUG28V,GB,11526.06,11690,11405.55,11592.69,11600,11583.97,2761,32036286.84,04-Sep-2025,316,IN0020200161
SGBSEP28VI,GB,11516,11588.97,11515.43,11561.5,11560,11515.43,380,4392740.01,04-Sep-2025,77,IN0020200195
SGBOC28VII,GB,11500,11590,11452,11527.35,11505,11431.21,210,2421914.64,04-Sep-2025,32,IN0020200203
SGBJ28VIII,GB,11499.99,11569.99,11470,11569.99,11569.99,11480.66,216,2483647.21,04-Sep-2025,32,IN0020190537
SGBMAR28X,GB,11880,11880,11500,11525.01,11565,11535.76,103,1189028.51,04-Sep-2025,16,IN0020190552
SGBJUL29IV,GB,11421.01,11630,11421.01,11572.28,11589.99,11509.94,222,2566319.71,04-Sep-2025,57,IN0020210111
SGBJAN29IX,GB,11480,11785,11360,11556.65,11570,11486.5,217,2508137.32,04-Sep-2025,64,IN0020200377
SGBAUG29V,GB,11970,12563.5,11800,12336.52,12500,11960.9,550,6654756.50,04-Sep-2025,135,IN0020210129
