SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SGBMAY28,GB,10501,10615,10501,10600.15,10615,10500,156,1647753.82,28-Aug-2025,27,IN0020200088
SGBJUL28IV,GB,10489.65,10620,10473.78,10606.97,10620,10489.65,564,5970433.05,28-Aug-2025,82,IN0020200146
SGBFEB28IX,GB,10649.99,10650,10649.99,10650,10650,10649.99,6,63899.99,28-Aug-2025,2,IN0020190545
SGBAUG28V,GB,10671,10671,10500,10596.29,10600,10498.45,1529,16156551.06,28-Aug-2025,165,IN0020200161
SGBSEP28VI,GB,10299.41,10700,10299.41,10688.48,10700,10563.5,633,6732945.39,28-Aug-2025,82,IN0020200195
SGBOC28VII,GB,10600,10650,10522,10648.75,10650,10522,225,2392331.24,28-Aug-2025,35,IN0020200203
SGBJ28VIII,GB,10402.2,10402.2,10402.2,10402.2,10402.2,10492.2,4,41608.80,28-Aug-2025,1,IN0020190537
SGBMAR28X,GB,10501,10699.98,10501,10699.98,10699.98,10597.96,132,1403763.06,28-Aug-2025,18,IN0020190552
SGBJUL29IV,GB,10330,10745,10330,10631,10631,10550,110,1166537.00,28-Aug-2025,36,IN0020210111
SGBJAN29IX,GB,10550,10645,10510,10591,10591,10500,346,3663135.96,28-Aug-2025,55,IN0020200377
SGBAUG29V,GB,10686.21,10821.99,10686.21,10786.51,10764,10686.21,151,1626984.21,28-Aug-2025,42,IN0020210129
SGBD29VIII,GB,10968.61,10968.61,10711,10810,10810,10701.09,229,2474001.73,28-Aug-2025,53,IN0020210228
SGBJAN29X,GB,10501,10639,10501,10590,10590,10482.01,57,602878.88,28-Aug-2025,35,IN0020200385
SGBFEB29XI,GB,10496.19,10645,10496.19,10645,10645,10496.19,75,791790.68,28-Aug-2025,23,IN0020200393
SGBMR29XII,GB,10590,10839.98,10530,10752.77,10775,10530.04,686,7315511.56,28-Aug-2025,91,IN0020200427
SGBJUN30,GB,11200,11412.2,11200,11306.96,11340,11412.19,102,1155333.03,28-Aug-2025,30,IN0020220045
SGBAUG30,GB,11502,11598,11502,11528.92,11510,11507.33,147,1694749.00,28-Aug-2025,46,IN0020220078
SGBDE30III,GB,11249,11974.99,11025.93,11265.07,11260,11125.93,251,2849714.63,28-Aug-2025,72,IN0020220110
SGBJAN30IX,GB,10956,11180,10955.71,11077.5,11100,10955.7,68,749935.14,28-Aug-2025,22,IN0020210236
SGBMAR30X,GB,10900,11100,10900,11000.02,11000,10960,418,4607726.62,28-Aug-2025,35,IN0020210319
SGBJUN31I,GB,11377.17,11577,11377.17,11531.45,11574,11377.17,631,7263559.10,28-Aug-2025,141,IN0020230069
SGBSEP31II,GB,11410.99,11450,11201,11429.65,11450,11290.31,1400,15961086.35,28-Aug-2025,239,IN0020230093
SGBDE31III,GB,11776.88,11975,11456.2,11716.85,11730,11489.64,1562,18231268.16,28-Aug-2025,382,IN0020230168
SGBMAR31IV,GB,11455.99,11555.99,11300,11434.55,11450,11457.99,220,2527150.60,28-Aug-2025,61,IN0020220169
SGBFEB32IV,GB,12296,12351,12098.73,12183.18,12190,12098.73,1755,21339330.39,28-Aug-2025,329,IN0020230184
20MICRONS,EQ,228.02,233.5,225.84,230.57,231.89,228.91,70930,16323624.42,28-Aug-2025,2892,INE144J01027
21STCENMGM,EQ,55.05,55.05,53.32,53.84,54.53,53.98,5461,297536.29,28-Aug-2025,149,INE253B01015
360ONE,EQ,1080.2,1083.5,1028.1,1043.9,1033.2,1087.4,873607,917187610.30,28-Aug-2025,54210,INE466L01038
GOLD360,EQ,99.65,100.45,98.25,100.1,100.1,99.65,117854,11794881.40,28-Aug-2025,180,INF579M01BB5
SILVER360,EQ,114.05,116.45,114.05,116.34,116.33,114.05,42123,4875121.78,28-Aug-2025,193,INF579M01BC3
3IINFOLTD,EQ,23.06,23.11,22.55,22.69,22.65,23.06,97101,2219772.86,28-Aug-2025,1119,INE748C01038
3MINDIA,EQ,30600,30865,30100,30475,30300,30415,4436,135615480.00,28-Aug-2025,3525,INE470A01017
3PLAND,EQ,47.68,47.7,44,45.15,45,46.92,23429,1071604.94,28-Aug-2025,337,INE105C01023
5PAISA,EQ,357.1,361,352.75,356.15,357.5,357.9,9452,3369820.55,28-Aug-2025,1379,INE618L01018
63MOONS,EQ,933,936.9,917.3,920.6,920.2,929.4,87854,81238620.20,28-Aug-2025,7440,INE111B01023
751HUDCO28,N5,1079.1,1087,1079.1,1087,1087,1080.01,100,107925.80,28-Aug-2025,3,INE031A07865
760PFCL35,N3,1214.25,1215,1214.01,1215,1215,1214.01,265,321886.31,28-Aug-2025,5,INE134E07588
764NABAR31,N2,1123,1123,1123,1123,1123,1122.59,115,129145.00,28-Aug-2025,5,INE261F07032
764HUDCO31,N8,1127,1127,1127,1127,1127,1130,1,1127.00,28-Aug-2025,1,INE031A07AO5
769HUDCO31,N9,1138.02,1138.02,1138,1138,1138,1142,261,297018.50,28-Aug-2025,2,INE031A07AT4
82HUDCO27,N2,1079.7,1079.7,1079.7,1079.7,1079.7,1079.89,100,107970.00,28-Aug-2025,1,INE031A07840
872MMFSL26,N1,1010.1,1010.1,1010.01,1010.01,1010.01,1039.5,5,5050.41,28-Aug-2025,5,INE774D08LU6
875NHAI29,N6,1157,1161,1157,1159.99,1159.99,1157,361,418169.69,28-Aug-2025,5,INE906B07DF8
876HUDCO28,ND,1160,1165.88,1160,1165.88,1165.88,1164.59,300,349176.00,28-Aug-2025,4,INE031A07949
891IIFCL34,N4,1289.99,1290,1281,1281,1281,1279.22,408,526246.86,28-Aug-2025,7,INE787H07370
892NHPC33,N6,1279,1279,1279,1279,1279,1279,2,2558.00,28-Aug-2025,1,INE848E07567
892PFCL33,N8,1286,1286,1285,1285,1285,1285.6,110,141410.00,28-Aug-2025,5,INE134E07463
9MMFSML,N2,1018,1019.75,1018,1019,1019,1019,514,523481.00,28-Aug-2025,16,INE774D08MA6
901HUDCO34,NE,1307,1307,1288,1288,1288,1307,295,381860.00,28-Aug-2025,3,INE031A07AB2
ABCOTS,SM,405,419.4,405,419.4,419.4,411.8,500,206100.00,28-Aug-2025,2,INE08PH01015
ABINFRA,BE,198,198,186,193.24,193.95,191.69,40308,7744197.23,28-Aug-2025,279,INE00YB01017
AGUL,SM,57.2,57.2,56.5,57.2,57.2,54.5,6000,341800.00,28-Aug-2025,3,INE0O6N01012
A2ZINFRA,BE,19.15,19.6,18.65,18.9,19,18.92,248878,4734151.60,28-Aug-2025,346,INE619I01012
AAATECH,EQ,78,81.09,78,80.12,80,77.8,9719,775692.03,28-Aug-2025,607,INE0D0U01013
AADHARHFC,EQ,501.05,504.55,495.1,497,497,503.45,251622,125559329.80,28-Aug-2025,14967,INE883F01010
AAKAAR,SM,88.55,92.9,88.55,90.9,90.9,88.7,16000,1458000.00,28-Aug-2025,10,INE1GYP01013
AAKASH,BE,10.52,10.95,10.52,10.56,10.65,10.75,58829,624921.07,28-Aug-2025,281,INE087Z01024
AARADHYA,SM,114,116,113,115.75,116,114,34800,3971400.00,28-Aug-2025,9,INE124401014
AAREYDRUGS,BE,61.68,61.68,58.58,58.77,58.69,61.65,19679,1162762.94,28-Aug-2025,164,INE198H01019
AARON,EQ,214.45,214.9,198.05,200.6,199.6,217.65,85611,17687036.20,28-Aug-2025,3791,INE721Z01010
AARTECH,EQ,59.06,60.4,57.23,57.56,57.46,59.06,21144,1233977.24,28-Aug-2025,576,INE01C001026
AARTIDRUGS,EQ,472.8,474.2,461.75,470.35,469.8,470.05,102275,47874402.70,28-Aug-2025,7854,INE767A01016
AARTIIND,EQ,384.1,384.8,375,376.95,376.15,386,610538,231515224.80,28-Aug-2025,19507,INE769A01020
AARTIPHARM,EQ,825.05,857,815.3,845.95,841.2,818.65,302708,254760118.05,28-Aug-2025,19317,INE0LRU01027
AARTISURF,BE,460.1,475,460.1,462.35,462,470.6,3193,1483227.65,28-Aug-2025,245,INE09EO01013
AARVEEDEN,BE,177,184.4,175,180.45,183.9,175.62,28051,5098238.38,28-Aug-2025,225,INE273D01019
AARVI,EQ,121.6,121.6,114.81,116.71,116.21,121.65,21789,2557690.05,28-Aug-2025,776,INE754X01016
AAVAS,EQ,1580.9,1580.9,1532.8,1542.1,1543.6,1572.3,279417,431213068.30,28-Aug-2025,18833,INE216P01012
ABAN,EQ,47.92,49.14,47.11,47.36,47.2,47.92,69157,3318486.04,28-Aug-2025,1273,INE421A01028
AFSL,EQ,222.05,224.95,220,220.03,220.1,220.04,36593,8085603.54,28-Aug-2025,1129,INE00ZE01026
ABB,EQ,5022,5039.5,4953,5000.5,5004,5022,335387,1676416688.50,28-Aug-2025,34498,INE117A01022
ABBOTINDIA,EQ,32000,32025,31355,31475,31545,31885,8264,261145995.00,28-Aug-2025,3723,INE358A01014
78ABCL33,N1,1020,1040,980,980,980,1024,20,20300.00,28-Aug-2025,3,INE860H07IP2
805ABCL28,N5,1072,1072,1072,1072,1072,895,50,53600.00,28-Aug-2025,1,INE860H07IT4
ABHAPOWER,ST,48.1,48.1,47,47,47,46.55,9600,456480.00,28-Aug-2025,6,INE0UYG01015
AILIMITED,SM,43.15,45.05,41,45.05,45.05,43.15,43500,1838325.00,28-Aug-2025,16,INE0CAJ01017
ABMINTLLTD,BE,42.75,42.75,41.7,41.7,41.7,42.76,599,25191.04,28-Aug-2025,32,INE251C01025
ABSMARINE,SM,189,203.65,187,197.05,196.25,200.4,26500,5252150.00,28-Aug-2025,49,INE0QRV01016
ACC,EQ,1800.5,1813.5,1781.1,1801,1800.3,1798.5,203199,366016948.30,28-Aug-2025,17201,INE012A01025
ACCELYA,EQ,1405.6,1413.8,1391.3,1398.8,1399,1412.3,5942,8335766.00,28-Aug-2025,1193,INE793A01012
ACCENTMIC,ST,293.05,294.95,285.5,286.05,286.05,293.05,6500,1881750.00,28-Aug-2025,12,INE0Q5D01013
ACCPL,SM,60,60.55,59.55,60.5,60.5,58.8,14400,863700.00,28-Aug-2025,12,INE0T8T01010
ACCURACY,EQ,7.14,7.23,7.02,7.05,7.1,7.08,83992,594511.93,28-Aug-2025,472,INE648Z01023
ACEINTEG,EQ,23.85,24.26,23.13,23.71,23.48,23.85,1636,38621.87,28-Aug-2025,52,INE543V01017
ACMESOLAR,EQ,283.05,291.85,278.45,286.3,286.95,285.7,1739894,499289495.40,28-Aug-2025,32581,INE622W01025
ACE,EQ,1042.8,1102.8,1030,1068.3,1067.1,1042.8,2064029,2230163552.80,28-Aug-2025,93789,INE731H01025
ACTIVEINFR,SM,170,170,170,170,170,170,600,102000.00,28-Aug-2025,1,INE0KLO01025
ACUTAAS,EQ,1419,1434.4,1385.8,1402,1403,1413.6,285441,400935828.30,28-Aug-2025,21421,INE00FF01025
ADANIENSOL,EQ,786,793,767.3,770.95,770.2,788.65,891046,692714123.60,28-Aug-2025,32739,INE931S01010
ADANIENT,EQ,2271.9,2327.9,2255,2275.2,2282.1,2272,907868,2083729401.30,28-Aug-2025,55327,INE423A01024
ADANIGREEN,EQ,931,935,917.1,921.15,924.4,931.25,1308868,1210703569.35,28-Aug-2025,40925,INE364U01010
ADANIPORTS,EQ,1316.9,1338.8,1311.2,1315.4,1317.5,1315.4,1785681,2363094221.70,28-Aug-2025,88036,INE742F01042
ADANIPOWER,EQ,590,606.9,585.2,594.95,596.95,592.1,2803843,1676350041.95,28-Aug-2025,67639,INE814H01011
ATGL,EQ,626,631.65,585.1,592.55,589.9,635.7,3247580,1962740843.15,28-Aug-2025,89682,INE399L01023
LAWSIKHO,SM,144.6,149,144.6,149,149,144.6,35000,5178475.00,28-Aug-2025,33,INE0RDH01021
ADFFOODS,EQ,219.2,219.2,206.59,209.03,210,219.24,188337,39850801.83,28-Aug-2025,7795,INE982B01027
ABSLAMC,EQ,841.95,852.25,831.1,836.6,838,842.75,445927,375201758.25,28-Aug-2025,22179,INE404A01024
ABCAPITAL,EQ,283,283.85,276.6,277.45,277.45,281,3644279,1021467005.90,28-Aug-2025,38327,INE674K01013
ABFRL,EQ,82.56,82.57,77.85,78.08,77.89,82.56,18058814,1440284734.22,28-Aug-2025,53643,INE647O01011
ABLBL,EQ,138.05,139.81,133.45,134.02,134,138.9,896748,121910639.01,28-Aug-2025,14372,INE14LE01019
BIRLAMONEY,EQ,180.1,183.39,176.33,182.22,182.5,179.93,102505,18440774.08,28-Aug-2025,2552,INE865C01022
ABREL,EQ,1788,1819,1738.6,1747.2,1750.2,1788.3,61407,108519398.20,28-Aug-2025,9708,INE055A01016
CPPLUS,EQ,1283,1285.65,1232,1250.3,1250,1283,316022,395426919.05,28-Aug-2025,17001,INE819V01029
AUSL,ST,37,37.5,36.35,37.5,37.5,37,10000,369400.00,28-Aug-2025,5,INE01YQ01013
AVL,EQ,510,510,495,496.75,496.6,510.65,128554,64692789.25,28-Aug-2025,7406,INE679V01027
BSLGOLDETF,EQ,86.81,89.89,86.81,89.73,89.63,89.04,255867,22949210.74,28-Aug-2025,730,INF209KB18D3
BSLNIFTY,EQ,28.7,29.1,28.3,28.48,28.67,28.7,182833,5221191.89,28-Aug-2025,4942,INF209KB19D1
ADOR,EQ,914.1,921.3,905,910.95,905.2,909.3,6396,5836426.40,28-Aug-2025,1225,INE045A01017
ADROITINFO,EQ,10.73,10.73,10.4,10.54,10.5,10.46,40490,427375.56,28-Aug-2025,161,INE737B01033
ADVENZYMES,EQ,301.9,330,301.9,324.15,325,301.85,6691820,2161629374.30,28-Aug-2025,147964,INE837H01020
ADVANIHOTR,EQ,62.27,62.27,60.06,60.61,60.9,62.29,45422,2768006.42,28-Aug-2025,1942,INE199C01026
AEGISLOG,EQ,701.95,703.3,689.55,694.7,694.7,699.1,183822,128002063.10,28-Aug-2025,11211,INE208C01025
AEGISVOPAK,EQ,250.25,252.77,245.51,247.87,247,255.19,226034,56247556.59,28-Aug-2025,6453,INE0INX01018
895AEL27,N9,1004,1009.99,1004,1009.99,1009.99,1008,105,105928.55,28-Aug-2025,4,INE423A07450
9AEL30,NE,1016,1018.4,1016,1018.4,1018.4,1016.9,35,35632.00,28-Aug-2025,2,INE423A07443
915AEL28,NC,1014.99,1014.99,1006,1006,1006,1007.99,250,251953.50,28-Aug-2025,4,INE423A07435
930AEL30,NF,1003,1025.2,1003,1008.03,1007,1005.1,751,756523.78,28-Aug-2025,18,INE423A07393
AEROENTER,EQ,87.2,87.75,86.16,86.57,86.3,87.48,78998,6858738.32,28-Aug-2025,946,INE065D01027
AEROFLEX,EQ,177.42,179.93,168.1,172.82,173.48,176.07,1008094,175846011.06,28-Aug-2025,20683,INE024001021
AERONEU,BE,100.1,100.25,96.5,97.5,97.5,100.1,834,81591.84,28-Aug-2025,23,INE035801013
AERON,SM,111.2,111.2,107.05,108.5,107.05,112.2,4000,439350.00,28-Aug-2025,4,INE0WL801011
AESTHETIK,ST,123,123.9,119,119,119,118.05,16000,1931700.00,28-Aug-2025,7,INE0TSF01011
AETHER,EQ,736,742,730,735.55,735.35,736,42751,31465734.45,28-Aug-2025,5187,INE0BWX01014
AFCONS,EQ,436.3,436.9,420.15,422.1,421.15,433.75,2799889,1183490922.95,28-Aug-2025,34899,INE101I01011
AFFLE,EQ,1900,1902.9,1873,1893.9,1875,1894.7,152171,288538116.10,28-Aug-2025,18076,INE00WC01027
AFFORDABLE,EQ,275,300,275,281.05,283.5,279.1,374605,108527522.25,28-Aug-2025,8766,INE692Z01013
AGARWALFT,SM,67.7,70,65,69,69.4,66.7,42000,2856600.00,28-Aug-2025,27,INE0MLA01012
AGARIND,EQ,780,795.3,770,778.2,775,782.15,19753,15442979.50,28-Aug-2025,2026,INE204E01012
AGARWALTUF,SM,152,154,147.1,148.25,149.05,152.6,49200,7384800.00,28-Aug-2025,40,INE0P8X01016
AGI,EQ,923.5,925.35,901.8,909.35,902.05,919.35,90536,82745367.75,28-Aug-2025,5457,INE415A01038
AGIIL,EQ,1157,1165.3,1134.6,1143.7,1147,1158,36116,41439941.60,28-Aug-2025,3538,INE976R01025
AGNI,SM,23.45,24.1,22.35,24.05,24.1,22.25,70000,1647250.00,28-Aug-2025,27,INE0LF301013
AGRITECH,EQ,142.8,142.8,138,138.08,138,140.07,6158,853510.97,28-Aug-2025,207,INE449G01018
AGROPHOS,BE,47,47,44.11,45.51,46,46.08,37363,1687444.54,28-Aug-2025,260,INE740V01019
AGSTRA,BE,5.95,5.95,5.95,5.95,5.95,6.08,186381,1108966.95,28-Aug-2025,253,INE583L01014
AHLADA,EQ,57.37,57.77,55.1,56.15,56,57.37,32514,1827851.05,28-Aug-2025,581,INE00PV01013
AHLUCONT,EQ,928.9,945,915.3,939.6,931.1,924.3,51000,47698066.20,28-Aug-2025,7081,INE758C01029
AIAENG,EQ,3041.4,3054.1,3001.1,3017.4,3020,3039.7,85088,258073253.30,28-Aug-2025,28302,INE212H01026
AIMTRON,SM,670,689,660,667.45,674,676.9,41200,27668900.00,28-Aug-2025,95,INE0RUV01018
GOLDTECH,EQ,67.3,68.89,66.47,66.79,67.5,67.3,26095,1755009.66,28-Aug-2025,931,INE805A01014
AIRAN,EQ,25.4,25.59,25,25.03,25.02,25.69,96273,2424465.49,28-Aug-2025,808,INE645W01026
AIROLAM,EQ,106,109.41,105,106.66,106.2,105.95,3839,414074.67,28-Aug-2025,171,INE801L01010
AIRTELPP,E1,1440,1444.1,1428.1,1431.85,1434,1446.95,185079,266008237.25,28-Aug-2025,3266,IN9397D01014
AJANTPHARM,EQ,2579.1,2584.5,2479.9,2508.3,2515,2579.1,139895,351891246.00,28-Aug-2025,40930,INE031B01049
AJAXENGG,EQ,677,691.65,677,684.25,683,689.1,47717,32683995.05,28-Aug-2025,4252,INE274Y01021
AJMERA,EQ,899,904,870,878.3,870.5,896.45,35480,31518736.85,28-Aug-2025,3380,INE298G01027
AJOONI,EQ,5.4,5.59,5.3,5.39,5.4,5.24,903423,4914161.25,28-Aug-2025,1939,INE820Y01021
AKANKSHA,ST,88.05,88.05,85,86.4,86.5,88,12000,1033600.00,28-Aug-2025,12,INE0PCY01014
AKASH,EQ,26.2,26.44,25.65,25.68,25.65,26.02,4190,108348.21,28-Aug-2025,100,INE737W01013
AKG,EQ,12.37,12.69,12.11,12.21,12.21,12.37,38219,468168.80,28-Aug-2025,162,INE00Y801016
AKI,BE,8.91,9.49,8.83,9.36,9.31,9.3,54764,492152.99,28-Aug-2025,263,INE642Z01026
AKIKO,ST,166,166.75,166,166.75,166.75,158.85,33600,5599120.00,28-Aug-2025,21,INE0PMR01017
AFIL,EQ,7.1,7.1,6.87,6.91,6.91,7,394922,2759576.03,28-Aug-2025,1020,INE916Y01027
AKSHOPTFBR,EQ,7.5,7.74,7.29,7.33,7.35,7.45,276433,2040483.13,28-Aug-2025,766,INE523B01011
AKSHAR,EQ,0.58,0.58,0.55,0.56,0.57,0.57,1978578,1115529.93,28-Aug-2025,776,INE256Z01025
AKSHARCHEM,EQ,274.5,330.8,269.05,290.65,285,275.75,100217,30485030.20,28-Aug-2025,2863,INE542B01011
AKUMS,EQ,481,481,464.15,467.9,467.25,477.1,453844,214369125.30,28-Aug-2025,13850,INE09XN01023
AKZOINDIA,EQ,3432.3,3470,3429.4,3464.2,3466,3425.4,24788,85703918.40,28-Aug-2025,4215,INE133A01011
ALANKIT,EQ,14.24,14.24,13.94,14.13,14.1,14.24,169448,2391354.73,28-Aug-2025,1325,INE914E01040
ALBERTDAVD,EQ,812.4,812.4,788.4,795.75,795,803.45,1295,1032474.85,28-Aug-2025,222,INE155C01010
ALEMBICLTD,EQ,103.18,103.65,100.5,101.21,101.19,103.64,398138,40501951.46,28-Aug-2025,7481,INE426A01027
APLLTD,EQ,944.9,945.85,920,935.4,935,936.5,270719,253826983.25,28-Aug-2025,8791,INE901L01018
ALICON,EQ,838.7,850,830,840.85,839.1,838.9,4558,3839664.00,28-Aug-2025,714,INE062D01024
ALIVUS,EQ,948.5,956,935.2,941.7,938,948.5,36246,34292352.70,28-Aug-2025,5591,INE03Q201024
ALKALI,EQ,87.2,87.75,84.41,85.02,84.43,86.01,6468,553402.59,28-Aug-2025,303,INE773I01017
ALKEM,EQ,5420,5434,5359.5,5376,5361,5422,114906,618260796.00,28-Aug-2025,23552,INE540L01014
ALKYLAMINE,EQ,2050,2085.6,2011.1,2023.8,2019.1,2067.7,31852,65011596.00,28-Aug-2025,8023,INE150B01039
ALLETEC,SM,298,315,298,304.3,303.2,302.15,20800,6309960.00,28-Aug-2025,49,INE0M2X01012
ALLTIME,EQ,303,308.7,295,296.85,298,303.1,1120626,338692452.15,28-Aug-2025,17901,INE0GV601021
ACLGATI,EQ,62.4,62.48,61.11,61.69,61.7,62.35,91112,5622849.64,28-Aug-2025,1206,INE152B01027
ALLCARGO,EQ,32,32.44,31.5,31.55,31.64,32.15,1881135,60089099.33,28-Aug-2025,11593,INE418H01029
ATL,EQ,26.91,28.2,26.76,26.96,26.85,26.97,139642,3811835.34,28-Aug-2025,1307,INE0NN701020
ALLDIGI,EQ,955,967,941,948.7,941,953.9,5919,5663086.15,28-Aug-2025,798,INE835G01018
ABDL,EQ,510.9,514.5,498.1,501.35,502.45,509.85,188951,95705206.25,28-Aug-2025,7352,INE552Z01027
ADSL,EQ,157.47,160,153.81,158.82,159,157.35,175203,27535841.11,28-Aug-2025,4209,INE102I01027
ALMONDZ,EQ,20.22,20.79,20.15,20.41,20.44,20.21,49315,1003031.78,28-Aug-2025,276,INE326B01035
ALOKINDS,EQ,16.9,17.58,16.8,17.39,17.39,17.62,6207529,107685297.27,28-Aug-2025,13510,INE270A01029
ALPA,EQ,95.24,95.91,93.51,94.41,94,95.21,9625,912230.15,28-Aug-2025,307,INE385I01010
ALPEXSOLAR,SM,1244.5,1256.9,1206.25,1242.1,1250,1230.35,89800,110943160.00,28-Aug-2025,364,INE0R4701017
ALPHAGEO,EQ,239.95,244,235.4,238,242,239.2,8754,2095544.75,28-Aug-2025,546,INE137C01018
ALPSINDUS,BE,1.9,1.95,1.8,1.87,1.91,1.89,63320,122065.38,28-Aug-2025,42,INE093B01015
ALUWIND,ST,81,81,80,80.25,80.25,82.8,10500,845250.00,28-Aug-2025,7,INE0STM01017
ARE&M,EQ,969,972.7,961.05,967.7,965.5,975.85,395585,382702781.80,28-Aug-2025,22850,INE885A01032
AMBER,EQ,7225.5,7368,7170.5,7254,7238,7229,364240,2660284350.50,28-Aug-2025,43476,INE371P01015
AMBEY,SM,41.15,41.15,40.15,40.15,40.15,41.15,8000,325500.00,28-Aug-2025,4,INE0M3I01029
AMBICAAGAR,EQ,26.78,27.17,26.6,26.73,26.6,26.78,9842,264801.74,28-Aug-2025,106,INE792B01012
AMBIKCO,EQ,1363.1,1413.9,1363.1,1388.7,1382.9,1387.5,10267,14280529.30,28-Aug-2025,1552,INE540G01014
AMBUJACEM,EQ,569.55,569.95,559.6,561.8,563.5,572.8,1815158,1025530396.95,28-Aug-2025,23239,INE079A01024
AMDIND,EQ,50.43,50.43,48.5,48.99,48.6,50.42,8877,438372.89,28-Aug-2025,389,INE005I01014
AMIABLE,SM,69,69,69,69,69,69,1600,110400.00,28-Aug-2025,1,INE0MTP01013
AMNPLST,EQ,220,223.79,218,218.97,218,223.24,4830,1063202.17,28-Aug-2025,270,INE275D01022
AMJLAND,EQ,55.3,57.09,55.3,56.59,56.99,56.54,21686,1224298.38,28-Aug-2025,402,INE606A01024
AMRUTANJAN,EQ,703.9,707,695.15,699.15,697.2,703.9,11190,7837816.25,28-Aug-2025,1826,INE098F01031
ANANDRATHI,EQ,2796,2796,2735.6,2768.2,2762,2801.7,72550,200551006.90,28-Aug-2025,11156,INE463V01026
ANANTRAJ,EQ,529.9,532.3,515.8,517.6,520.4,531.75,818615,428628239.35,28-Aug-2025,31089,INE242C01024
AMCL,ST,173,180.45,173,180.45,180.45,171.9,35200,6289280.00,28-Aug-2025,38,INE0VG001016
ACL,EQ,93.17,93.17,84.3,84.53,84.3,88.74,385429,34830863.77,28-Aug-2025,5315,INE666E01020
ANDHRAPAP,EQ,77.6,78.42,76.41,76.87,77.1,78.31,228245,17584424.34,28-Aug-2025,2979,INE435A01051
ANDHRSUGAR,EQ,76.69,77.17,75.34,75.82,75.63,76.3,108970,8321352.76,28-Aug-2025,2353,INE715B01021
ANGELONE,EQ,2340,2349.6,2251,2259.4,2270,2339.1,1504243,3438867678.40,28-Aug-2025,104983,INE732I01013
ANIKINDS,EQ,92,97.55,92,96.14,95.9,93.88,10976,1051037.79,28-Aug-2025,183,INE087B01017
APCL,BE,137.4,140.39,135,140.18,140,140,2094,289948.62,28-Aug-2025,27,INE071F01012
ANKITMETAL,BZ,1.87,1.87,1.75,1.8,1.8,1.79,18423,32814.20,28-Aug-2025,40,INE106I01010
